###########################################################
# https://github.com/Hurricane-32/Celeste-pt_PT/tree/main #
###########################################################

# NOTES:
# The # Symbol at the start of a line counts as a Comment. To include in dialog, use a \#
# The . Symbol will cause a pause unless escaped with \. (ex: Mr. Oshiro has a pause, Mr\. Oshiro does not)
# Newlines automatically create a Page Break, unless there is an {n} command on the previous line
# Commands: Anything inside of curly braces {...} is a command and should not be translated.

# Inline Text Commands:
# {~}wavy text{/~}
# {!}impact text{/!}
# {>> x}changes speed at which characters are displayed{>>}
# {# 000000}this text is black{#} (uses HEX color values)
# {+MENU_BEGIN} inserts the dialog from the MENU_BEGIN value (in English, "CLIMB")
# {n} creates a newline, without a page break
# {0.5} creates a 0.5 second pause
# {big}this text is large{/big}

# Gameplay Control Commands (should never change)
# {trigger x} this triggers an in-game event
# {anchor} controls the visual position of the textbox in-game

# Language (id,label)
	LANGUAGE=portuguese,Português Portugal
	ICON=Icons/portugal-portuguese.png
	ORDER=11
### O valor 11 na opção acima faz com que a opção de pt_PT apareça por debaixo da tradução brasileira (10) no menu do jogo.

# Font (Face, Base Size)
# Use BMFONT to generate the .fnt and image files
	FONT=Renogare,64

# Done loading Meta Data
	BEGIN=true

# Auto-Saving
	AUTOSAVING_TITLE_NS=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_NS=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PS4=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PS4=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_XB1=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_XB1=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PC=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PC=
		Não desligues o computador
		quando este ícone for exibido

# Main Menu
	MENU_DEBUG=		~DEBUG~
		[THEO left thinking]
		Mas ias acabar por adorá-la.

		[THEO left excited]
		Ela é {~}literalmente{/~} uma estrela de rock.

		[MADELINE right normal]
		Ela tem uma banda?
		Que fixe!

		[THEO left thinking]
		Ok, ela não é {~}literalmente{/~} uma estrela de rock literal.

		[THEO left normal]
		A {+ALEX} é só... incrível em tudo.
		Ela está a estudar para ser uma advogada de direito civil.

		[MADELINE right normal]
		Uau!

		[MADELINE right distracted]
		Em que sentido é que te faço lembrar dela?

		[THEO left wtf]
		Vocês as duas vivem bem dentro das vossas próprias cabeças.

		[MADELINE right distracted]
		Ah...

		[THEO left thinking]
		A {+ALEX} tem uma bússola interna incrível.

		[THEO left normal]
		É bem claro que ela vai conseguir chegar onde quer.
		Consigo ver o mesmo em ti também.

		[THEO left wtf]
		Gostava de poder dizer o mesmo acerca de mim.
		
	CH6_THEO_ASK_WHY=
		[MADELINE right distracted]
		A tua irmã parece ser fixe. Sou mesmo assim tão parecida a ela?
	CH6_THEO_SAY_WHY=
		[MADELINE right distracted]
		A tua irmã parece ser fixe. Sou mesmo assim tão parecida a ela?

		[THEO left thinking]
		Estás a brincar?

		[THEO left excited]
		És tu quem está {~}super decidida{/~}{n}a escalar esta {+MOUNTAIN}.

		[THEO left thinking]
		E tu {~}{>> .3}nem sequer sabes porquê.{>>}{/~}

		[THEO left excited]
		És igualzinha à {+ALEX}.

		[MADELINE right distracted]
		...

		[THEO left thinking]
		Estou só a meter-me contigo.

		[THEO left normal]
		Mas afinal {~}porque é que{/~} estás a escalar a {+MOUNTAIN}?

		[MADELINE right distracted]
		Tens razão, nem sequer sei porquê.

		[MADELINE right sad]
		Eu só{0.4} tinha que sair da minha {*}cabeça.{/*}
		Estou presa num ciclo.

		[THEO left normal]
		Nisso estamos os dois de acordo.
		Já tive muitos empregos de destruir a alma.

		[MADELINE right sad]
		Na verdade o trabalho está a correr bem, mas eu...

		[MADELINE right distracted]
		...

		[MADELINE right upset]
		Estou a dar em doida.
		Não consigo parar de pensar em{n}coisas que não interessam para nada.

		[MADELINE right sad]
		O meu cérebro só pensa em certas {.4}{>> .3}{*}porcarias{/*}{>>}{.4} estúpidas{{n}que já aconteceram há séculos.

		[MADELINE right angry]
		Já devia ter {*}passado à frente.{/*}
		{*}Já nada disso sequer interessa.{/*}

		{trigger 0 Wait a bit}

		[MADELINE right distracted]
		...
		Sou boa a manter aparências, mas{n}a verdade é que já mal me aguento.

		[THEO left worried]
		Pocha, é uma cena bem complicada.
		Posso ajudar de alguma forma?

		[MADELINE right sad]
		Já estás a ajudar-me.
		Sabe bem dizê-lo em voz alta.

		[THEO left wtf]
		E não falas com ninguém acerca disso?

		[MADELINE right distracted]
		Não... nem por isso.

		[MADELINE right sad]
		A minha mãe sabe que fico deprimida,{n}e que tenho ataques de pânico.

		[MADELINE right distracted]
		É mais ou menos isso.

		[THEO left thinking]
		Não admira que te sintas presa.
		
		[THEO left wtf]
		Como é que te aguentas com isto... tudo?

		[MADELINE right upset]
		Eu bebo, geralmente.
		E chateio-me com pessoas na internet.

	CH6_THEO_ASK_DEPRESSION=
		[THEO left serious]
		Importarias-te de falar sobre como é ter depressão?
	CH6_THEO_SAY_DEPRESSION=
		[THEO left serious]
		Importarias-te de falar sobre como é ter depressão?

		[MADELINE right distracted]
		...

		[MADELINE right upset]
		É uma treta.

		[THEO left wtf]
		Claro, mas o que é que {~}sentes mesmo?{/~}

		[THEO left serious]
		A {+ALEX} também sofre disso.{n}Eu quero mesmo perceber.

		[THEO left normal]
		Podemos falar de outra coisa se quiseres.

		[MADELINE right distracted]
		...
		É do tipo...

		[MADELINE right sad]
		Estou no fundo do oceano.
		Não consigo ver nada à minha volta.

		[MADELINE right distracted]
		É claustrofóbico, no entanto sinto-me exposta.
		...

		{trigger 0 Wait a bit}

		[MADELINE right sad]
		Lembro-me de me sentir normal.
		Mas agora parece fora do meu{n}alcance, por mais que eu tente.
		
		[MADELINE right distracted]
		Pensando bem, provavelmente sempre tive problemas.
		Só foi preciso algo doloroso para o trazer ao de cima.

		[MADELINE right upset]
		Deve haver algo de errado comigo.

		[THEO left serious]
		O que quer que tenha acontecido, tenho a certeza que não foi por culpa tua.

		{trigger 0 Wait a bit}

		[MADELINE right sad]
		Acho que pensei que podia...

		[MADELINE right distracted]
		Não sei.
		Estou a flutuar neste abismo,{n}a nadar numa direção ao acaso.

		[MADELINE right sad]
		À espera de encontrar {*}algo.{/*}

		[MADELINE right distracted]
		É por isso mesmo que estou aqui.
		...
		Mas não consigo escapar a mim própria.

		[MADELINE right upset]
		Estou literalmente {*}a lutar comigo própria{/*} o caminho todo.

		[MADELINE right distracted]
		Talvez isto seja tudo para nada.

		{trigger 0 Wait a bit}

		[THEO left serious]
		{+MADELINE}, tu {~}acabaste{/~} de salvar-me a vida.

		[THEO left wtf]
		Isso não é "para nada".

		[MADELINE right distracted]
		Pois...

		{trigger 0 Wait a bit}

		[THEO left wtf]
		Olha, tu és boa pessoa.

		[THEO left thinking]
		És um pouco intensa, mas és uma {~}boa pessoa.{/~}

		[THEO left wtf]
		Acho que só estás a tentar sair desse{n}buraco em que estás enfiada.

		[THEO left excited]
		E isso é um motivo bem bom para escalares esta {+MOUNTAIN}!

		[MADELINE right distracted]
		Talvez.

		[MADELINE right sad]
		Isso... ajuda-me.

		{trigger 0 Wait a bit}

		[THEO left normal]
		Esta {+PART_OF_YOU} que te está a perseguir,{n}talvez seja o outro lado da mesma moeda.

		[MADELINE right upset]
		Então achas que estou presa a ela para sempre?

		[THEO left normal]
		Bem, ela também está presa a ti.

		[MADELINE right upset]
		Isso {*}não{/*} ajuda.

	CH6_THEO_ASK_DEFENSE=
		[THEO left wtf]
		Então queres destruir esta {+PART_OF_YOU}?
	CH6_THEO_SAY_DEFENSE=
		[THEO left wtf]
		Então queres destruir esta {+PART_OF_YOU}?
		Isso não te irá magoar também?

		[MADELINE right sad]
		Se não o fizer ela só vai continuar a fazer-me mal.

		[MADELINE right upset]
		Ela diz que está a proteger-me,{n}mas claro que isso não é verdade.

		[THEO left normal]
		Talvez ela pense que esteja.
		Ela pode ser algum tipo de...{n}mecanismo de defesa retorcido.
		
		[MADELINE right upset]
		Sinceramente, isso não interessa para nada.
		Ela tem muito controlo sobre mim.
		Detesto isso.

		[THEO left wtf]
		Em vez disso talvez possas aprender a controlá-la.

		[MADELINE right distracted]
		A pena ajuda bastante.

		[MADELINE right sad]
		Obrigada por me ensinares essa.

		[THEO left thinking]
		É só um dos muitos conselhos sábios do meu avô.

	CH6_THEO_ASK_VACATION=
		[THEO left thinking]
		E porque não tiraste umas férias?
	CH6_THEO_SAY_VACATION=
		[THEO left thinking]
		E porque não tiraste umas férias?

		[MADELINE right sad]
		O que queres dizer?

		[THEO left normal]
		Meu, precisavas de algo novo{n}e por isso decidiste {>> .2}escalar a {+MOUNTAIN}{>>}...

		[THEO left thinking]
		Em vez disso porque não fazer algo relaxante?

		[THEO left wtf]
		Ir ao Havai, ou sei lá, {0.3}tomar um banho.

		[MADELINE right sad]
		...
		Acho que eu sinto que preciso de conquistar alguma coisa.

		[THEO left wtf]
		Parece é que já tens demasiado com que lidar.

		[MADELINE right distracted]
		Acho que é uma coisa um bocado extrema.
		Mas é assim que eu sou.
		Preciso de algo que me desafie.

		[MADELINE right sad]
		E não consigo fazer algo só um bocadinho.
		Para mim tem de ser tudo ou nada.

	CH6_THEO_ASK_FAMILY=
		[MADELINE right normal]
		O que te trouxe à {+MOUNTAIN}?
	CH6_THEO_SAY_FAMILY=
		[MADELINE right normal]
		Então e tu?
		O que te trouxe à {+MOUNTAIN}?

		[THEO left normal]
		Ando de um lado para o outro.
		
		[THEO left thinking]
		Como de costume.

		[THEO left normal]
		Comecei este emprego novo em Seattle.
		E pensei que já {~}finalmente{/~} sabia o que{n}estava a fazer com a minha vida...

		[THEO left wtf]
		Mas detestei.

		[THEO left thinking]
		Por isso despedi-me uma semana depois e enfiei-me num autocarro até ao Canadá.

		[THEO left wtf]
		Apenas senti esta vontade de...{n}me perder no meio do nada.
		...
		Agora que o digo em voz alta,{n}percebo o estranho que isto parece.

		[MADELINE right sad]
		Parece que estás sob imensa pressão.

		[THEO left thinking]
		Nem por isso.
		Toda a gente tem muita paciência comigo.

		[THEO left serious]
		Mas na verdade eu acho que é estou é a{n}pôr demasiada pressão em {~}mim próprio{/~}.

		[THEO left wtf]
		As pessoas pensam sempre que estou a comparar-me à{n}{+ALEX}, mas {~}juro{/~} que não é esse o problema.
		Estou só com medo de nunca chegar a descobrir{n}para onde estou a ir.
		
		[MADELINE right distracted]
		Disseste que te querias sentir perdido...

		[MADELINE right normal]
		Talvez devas aceitar isso por enquanto.

		[THEO left serious]
		Talvez.

	CH6_THEO_ASK_GRANDPA=
		[MADELINE right normal]
		És próximo ao teu avô?
	CH6_THEO_SAY_GRANDPA=
		[MADELINE right normal]
		És próximo ao teu avô?

		[THEO left serious]
		Sim... Era.

		[MADELINE right distracted]
		Ah... Lamento.

		[THEO left serious]
		Não faz mal. A vida é mesmo assim.

		[MADELINE right distracted]
		...

		[THEO left wtf]
		Tudo o que posso fazer é manter-me positivo.

		[THEO left serious]
		E viver uma vida com propósito,{n}porque era isso que ele iria querer.

		{trigger 0 Wait a bit}

		[MADELINE right sad]
		Lamento imenso, {+THEO}.

		[THEO left serious]
		Obrigado.

	CH6_THEO_ASK_TIPS=
		[MADELINE right normal]
		O que aprendeste mais com o teu avô?
	CH6_THEO_SAY_TIPS=
		[MADELINE right normal]
		O que aprendeste mais com o teu avô?

		[THEO left excited]
		Tantas coisas!

		[THEO left normal]
		Aliás, foi ele que me falou{n}acerca da {+CELESTE_MOUNTAIN}.
		Ele sempre me disse que este lugar lhe mudou a vida.

		[THEO left thinking]
		Depois de me despedir do emprego em Seattle,{n}percebi o quão perto eu estava daqui.
		Senti como se ele me estivesse a dizer para cá vir.

		[THEO left wtf]
		O avô disse que esta {+MOUNTAIN} era {~}"especial."{/~}

		[MADELINE right sad]
		Achas que ele passou pelo templo como nós?

		[MADELINE right normal]
		Pensas que ele percebeu qual{n}era o poder da {+MOUNTAIN}?
		
		[THEO left thinking]
		Ele nunca falou sobre o que aconteceu aqui.

		[MADELINE right distracted]
		Duvido que o teu avô tivesse os mesmos problemas que eu...

		[MADELINE right sad]
		A experiência dele deve ter sido menos... violenta.

		[THEO left wtf]
		Ele descobriu a {+MOUNTAIN} antes de eu ter nascido.
		Não sei como é que ele era antes disso.

		[THEO left serious]
		Fico a pensar sobre o que ele descobriu acerca dele próprio aqui...

	CH6_THEO_ASK_TEMPLE=
		[THEO left wtf]
		Quem é que achas que construíu o templo?
	CH6_THEO_SAY_TEMPLE=
		[THEO left wtf]
		Quem é que achas que construíu o templo?

		[MADELINE right sad]
		Parece ser muito antigo...
		Deve existir há mais tempo do que tudo o resto na {+MOUNTAIN}.{n}O resort, as ruínas, a cidade...

		[THEO left serious]
		Este lugar tem muita história.

		[MADELINE right distracted]
		Sim.
		Esta {+MOUNTAIN} significou imensas{n}coisas para imensas pessoas.

		[MADELINE right normal]
		Estou a começar a perceber o porquê{n}daquela velha maluca viver aqui.

		[THEO left excited]
		Também te cruzaste com ela?

		[THEO left thinking]
		Qual é a cena dela?

		[MADELINE right upset]
		Acho que ela é só má pessoa.

		[MADELINE right distracted]
		...no entanto parece ser bem feliz a viver aqui.

	CH6_THEO_ASK_SELFIE=
		[MADELINE right normal]
		Quero lembrar-me desta noite...
	CH6_THEO_SAY_SELFIE=
		[MADELINE right normal]
		Sabes uma coisa?
		Quero lembrar-me desta noite...
		Bora tirar uma selfie!

		[THEO left normal]
		Pensava que nunca ias perguntar.

		{trigger 1 selfie sequence}

		[MADELINE right normal]
		Sabes, apesar de tudo,{n}sinto-me muito bem agora mesmo.

		[THEO left wtf]
		Espera lá...

		[THEO left excited]
		Vais chegar ao cume amanhã!

		[MADELINE right upset]
		Não digas nada que dá azar.

		[MADELINE right distracted]
		...mas sim, estou empolgada.

		[MADELINE right normal]
		Estou pronta paraa deixar isto tudo para trás.

		[THEO left normal]
		Vou ficar a torcer por ti.
		Devíamos ir dormir um pouco.

		[MADELINE right normal]
		Certo, boa noite, {+THEO}.

		[MADELINE right distracted]
		Obrigada por... seres fixe.

		[THEO left thinking]
		O que posso dizer? Sou mesmo assim.

	CH6_THEO_ASK_SLEEP=
		[MADELINE right distracted]
		Devia ir dormir um pouco.
	CH6_THEO_SAY_SLEEP=
		[MADELINE right distracted]
		Devia ir dormir um pouco.

		[THEO left thinking]
		Ah, tens a certeza que não queres continuar a falar?

		[THEO left normal]
		Também estou cansado, mas ainda temos muito que falar.

	CH6_THEO_ASK_SLEEP_CONFIRM=
		[MADELINE right sad]
		Sim, desculpa, estou mesmo muito cansada.
	CH6_THEO_SAY_SLEEP_CONFIRM=
		[MADELINE right sad]
		Sim, desculpa, estou mesmo muito cansada.

		{+CH6_THEO_SAY_SELFIE}

	CH6_THEO_ASK_SLEEP_CANCEL=
		[MADELINE right normal]
		Tens razão, posso ir dormir mais tarde.
	CH6_THEO_SAY_SLEEP_CANCEL=
		[MADELINE right sad]
		Tens razão, posso ir dormir mais tarde.

	CH6_DREAMING=
		[MADELINE left normal]
		A aurora boreal é tão linda.

		[BADELINE right worried]
		Sim... pois é...
		...

		[BADELINE right worriedAlt]
		Onde é que estamos?

		[MADELINE left sad]
		Precisamos de falar.

		[BADELINE right worried]
		...certo.

		[MADELINE left distracted]
		Finalmente descobri quem tu és.

		[MADELINE left sad]
		Não és o meu verdadeiro reflexo.

		[BADELINE right worriedAlt]
		...Não sou?

		[MADELINE left sad]
		És tudo o que eu preciso de deixar para trás.
		És cruel, paranoica, controladora...

		[BADELINE right worriedAlt]
		Porque é que estás a dizer isso?

		[MADELINE left normal]
		Não, tudo bem!
		Já percebi tudo.
		Eu já não preciso mais de ti.

		[BADELINE right worried]
		Então estás a... abandonar-me?

		[MADELINE left sad]
		Estou a libertar-te.

		[MADELINE left normal]
		Vamos as duas ser muito mais felizes.

		[BADELINE right worried]
		És tão...

		[BADELINE right sad]
		tão...

		[BADELINE right freakA pop]
		{silent_trigger 0 Tentacles Appear}
		...tão estúpida!

		[BADELINE right freakB pop]
		{silent_trigger 0 Tentacles Appear More}
		Tu pensas que podes{n}simplesmente {~}deixar-me para trás?{/~}
		{silent_trigger 0 Tentacles Appear moooore}
		Tu julgas que podes pôr as culpas todas em mim?
		{silent_trigger 0 Tentacles Appear EVEN MORE}
		Tu achas que és {~}melhor{/~} do que eu!?

		[BADELINE right freakC pop]
		{silent_trigger 1 Tentacles grab Madeline}
		{!}{*}RESPONDE-ME!{/*}{/!}

		[MADELINE left panic]
		Acalma-te, por favor...

		{trigger 4 start circling the player}
		[BADELINE right freakC_cont]
		{!}{*}Acalmar-me!?{/*}{/!}

		[MADELINE left determinedclosed]
		Respira, {+MADELINE}.
		Usa a pena.

		{trigger 2 Feather minigame}

		[BADELINE right freakBAlt]
		Vais {~}pensar sobre numa pena{/~} para me impedir?

		{trigger 3 Destroy feather minigame}

		[BADELINE right freakBAlt]
		Tu não és {*}melhor do que eu.{/*}
		E tu {*}não és capaz{/*} de escalar esta {+MOUNTAIN}.

		[BADELINE right freakCAlt pop]
		Está na hora de aceitares isso.

	CH6_THEO_WATCHOUT=
		[THEO left worried]
		{+MADELINE}, o que é que se passa!?

	CH6_REFLECT_AFTER=
		[MADELINE left sad]
		Estava tão perto.

		[MADELINE left panic]
		Acabou-se.
		Porque é que ela não me deixa em paz?

		[MADELINE left angry]
		{*}Odeio-a.{/*}
		...

		[MADELINE left distracted]
		...
		Mas ela é {+PART_OF_ME}.
		Nunca me vou conseguir livrar dela.

		[MADELINE left sad]
		E ela tinha razão.
		Não fui capaz de escalar a {+MOUNTAIN}.

	CH6_OLDLADY=
		[GRANNY right normal]
		Ah, olá outra vez.

		[MADELINE left upset]
		Claro que está aqui.

		{trigger 0 Zoom in}

		[GRANNY right mock]
		Estou a ver que desististe.
		
		[MADELINE left upset]
		Não, eu caí.
		Acabou.

		[GRANNY right normal]
		Se calhar é melhor assim.
		A {+MOUNTAIN} não brinca em serviço.

		[MADELINE left upset]
		Sim, já percebi.
		Não fui forte o suficiente para escalar a sua {+MOUNTAIN} estúpida.

		[MADELINE left distracted]
		Pode rir-se de mim outra vez se quiser.

		{trigger 1 Start laughing}
		
		[MADELINE left upset]
		Eu não estava a falar a sério...

		{trigger 2 Stop laughing}
		
		[GRANNY right normal]
		Ás vezes tens de perceber altura certa para pendurar as botas.
		Isso passa.

		{trigger 3 Maddy walks right}
		
		[MADELINE left angry]
		Sabe que mais?
		Tive muito tempo para pensar,{n}enquanto saía desta caverna...
		E {*}já passou{/*}.

		{trigger 4 Maddy walks left}

		[MADELINE left upset flip]
		Aquela {0.4}{+PART_OF_ME}{0.4} tinha razão, eu não consigo fazer isto.

		[MADELINE left panic flip]
		Eu vou mas é... para casa para minha vida{n}infeliz e {.4}continuar triste para sempre.

		{trigger 5 Wait a bit}
		
		[GRANNY right normal]
		Claramente não te passou.

		{trigger 6 Maddy turns right}
		
		[MADELINE left upset]
		Cale-se, eu sei.

		[MADELINE left distracted]
		Eu não quero desistir...
		Mas por mais que eu tente, ela{n}sabota-me a cada passo que dou.
		
		[GRANNY right normal]
		Muitos miúdos vem para aqui para escalar{n}esta {+mountain}, apenas para desistir.
		Foi uma pena teres caído,{n}estava a começar a pensar que ias conseguir.

		[MADELINE left sad]
		O que faz de mim tão especial?

		[GRANNY right normal]
		Nunca conheci ninguém tão zangada com ela própria.

		{trigger 1 Start lauging}

		[GRANNY right laugh]
		Sinceramente, pensava que ias chegar ao cume{n}só para o esfregares na tua própria cara.

		[MADELINE left upset]
		Sim, obrigadinha.

		{trigger 2 Stop laughing}

		[GRANNY right normal]
		Esta rapariga de que falas,{n}parece que ela não te deixa continuar.
		Fala com ela.
		Tenta perceber porque é que está com tanto medo.

		[MADELINE left sad]
		Acha que ela está... com medo?

		[MADELINE left distracted]
		Acho que nunca pensei nisso dessa forma.
		
		[GRANNY right normal]
		Para de desperdiçar o nosso tempo e {~}pergunta-lhe.{/~}
		O que é que tens a perder?

	CH6_OLDLADY_B=
		[MADELINE left sad]
		Não sei como a encontrar...

		[GRANNY right normal]
		Ela é {+PART_OF_YOU}, não é?
		Se procurares por ela, ela não tarda a aparecer.

		[MADELINE left upset]
		...então já sabe acerca do poder da {+MOUNTAIN}.

		[GRANNY right normal]
		Claro que sei, eu vivo aqui.
		Tentei avisar-te.

		[MADELINE left upset]
		A senhora tem de melhorar a sua forma de passar uma mensagem.

		[GRANNY right normal]
		Um vislumbre da verdade faz bem às pessoas.
		Mesmo que muitas não consigam aceitar o que vêem.
		Não há vergonha nenhuma em correres de{n}volta para o teu carro e ires embora.
		Um dia irás estar pronta,{n}e depois disso irás voltar.

		[MADELINE left distracted]
		...
		Não.

		[MADELINE left sad]
		Eu vou com isto até ao fim.
		Chega de fugir.

		[GRANNY right normal]
		Bem me pareceu.
		Boa sorte.

	CH6_OLDLADY_C=
		[MADELINE left sad]
		Como é que aguenta viver aqui?
		Não lhe custa lidar com isto o tempo todo?

		[GRANNY right normal]
		É verdade, nunca te chegas a habituar.
		Mas isso mantém-me esperta.
		Gosto disso.

		[MADELINE left sad]
		Mas a {+MOUNTAIN} é tão... agressiva.

		[GRANNY right normal]
		Claro, ela não fala por meias palavras.
		A {+CELESTE_MOUNTAIN} é um lugar de cura, querida.
		O primeiro passo para a cura{n}é enfrentar o problema.
		Nunca é fácil.

		[MADELINE left upset]
		Nem me diga nada.

	CH6_BOSS_START=
		[BADELINE right angry flip]
		Andas à minha procura?
		Pensava que estavas farta de mim.

		[MADELINE left sad]
		Foi um erro.
		Desculpa.

		[BADELINE right scoff flip]
		Pensas que já {~}descobriste tudo.{/~}

		[BADELINE right angry flip]
		Achas que não precisas de mim.
		
		[MADELINE left upset]
		Eu já te pedi desculpa.

		[MADELINE left sad]
		Precisamos de seguir em frente.

		{trigger 0 Badeline floats, zooms in}

		[BADELINE right yell]
		Estás à espera que eu confie em ti?

		[MADELINE left angry]
		Tu também não és inocente aqui.
		...

		[MADELINE left determinedclosed]
		Mas sei que tens medo.
		
		{trigger 1 Maddy steps forward}
		
		[MADELINE left sad]
		Olha, já batemos no fundo.
		Lutar não serve de nada.

		[BADELINE right scoff]
		Posso continuar a escavar.

		[BADELINE right angry]
		Podia puxar-nos as duas até ao centro da terra.

		[MADELINE left sad]
		Mas para quê?

		[MADELINE left together]
		{s 4}Vamos sair para fora daqui {.6}[MADELINE left togetherZoom]juntas.
		
		[BADELINE right yell]
		Chega-te ao pé de mim e faço com que te arrependas.

	CH6_BOSS_TIRED_A=
		[BADELINE right angry]
		Fiz-te um favor.

	CH6_BOSS_TIRED_B=
		[BADELINE right yell]
		Tu não és uma {*}alpinista.{/*}

	CH6_BOSS_TIRED_C=
		[BADELINE right yell]
		{*}Só estou a tentar ajudar-te!{/*}

	CH6_BOSS_MIDDLE=
		[BADELINE right yell]
		Nada disto teria {*}acontecido{/*}{n}se me {*tivesses dado ouvidos!{/*}

	CH6_BOSS_ENDING=
		[BADELINE right sigh flip]
		Está bem.
		Ganhaste.

		{silent_trigger 0 Music starts}

		[BADELINE right worried flip]
		Acho que afinal não precisas de mim.

		[BADELINE right worriedAlt flip]
		Se queres que desapareça, eu posso tentar.
		
		[MADELINE left distracted]
		Não é isso que eu quero.
		Preciso da tua ajuda agora mais do que nunca.

		[MADELINE left sad]
		Por favor. Vamos trabalhar juntas.

		[BADELINE right worried flip]
		Trabalhar juntas?

		[BADELINE right worriedAlt flip]
		Estás a gozar, certo?

		{trigger 1 Madeline puts hand on Badeline}

		[MADELINE left sad]
		Não faz mal ter medo.

		{trigger 2 Badeline calms down}

		[BADELINE right worried flip]
		...

	CH6_ENDING=
		[MADELINE left surprised]
		Como é que fizemos aquilo?

		[MADELINE left normal]
		Se conseguirmos escalar assim, se calhar{n}ainda conseguimos chegar ao cume!
		
		[BADELINE right worriedAlt]
		Ainda queres mesmo escalar a {+MOUNTAIN}?

		[BADELINE right worried]
		Porque haveríamos de voltar lá acima?

		{trigger 0 Old Lady enters right}

		[GRANNY right normal]
		É bom ver-vos a duas a fazer as pazes.

		[MADELINE left sad]
		Ei, obrigada por me meter a cabeça no lugar.

		[GRANNY right normal]
		Não tens de quê.
		Fico feliz por ainda poder ser útil de vez em quando.

		{portrait none}
		{*}{+MADELINE}!!!{/*}

		{trigger 1 Theo enters left}
		
		[THEO left worried]
		{+MADELINE}! Estás viva!

		[THEO left wtf]
		Corri por aí abaixo para te ajudar,{n}mas vejo que está tudo bem contigo.
		
		[MADELINE right normal]
		Obrigada, {+THEO}.

		[MADELINE right distracted]
		Sinceramente, acho que esta queda era o que eu precisava.

		{trigger 8 theo stops being tired}
		[THEO left wtf]
		É esta a {+PART_OF_YOU} de que estavas a falar?

		[THEO left excited]
		Ela é tipo uma {+MADELINE} gótica gira!

		[BADELINE right angry]
		Olá.

		[MADELINE right sad]
		Tinhas razão, {+THEO}.
		Eu não devia ter medo dela.

		[MADELINE right normal]
		Se ela e eu trabalharmos juntas,{n}acho que conseguimos acabar a escalada.

		[THEO left excited]
		Isso é altamente!

		[BADELINE right angry]
		Espera, {0.4}{*}não{/*}.

		[BADELINE right worried]
		...Eu não concordei com isto.

		{trigger 2 Madeline turns to the right}

		[BADELINE right worriedAlt]
		Disseste que íamos conversar primeiro.

		[MADELINE left sad]
		Tens razão.
		Eu percebo que estejas com medo.
		
		[MADELINE left distracted]
		Mas ambas sabemos que isto é algo que queremos fazer.

		[MADELINE left normal]
		Temos de tentar uma última vez.

		{trigger 7 Theo raises fist}

		[THEO left yolo]
		Boa! É assim mesmo!
		
		[BADELINE right worried]
		Não sei, não...

		[BADELINE right worriedAlt]
		Estávamos tão perto, e depois, ah, caímos...

		[BADELINE right worried]
		A {+MOUNTAIN} separou-nos.

		[MADELINE left upset]
		Pois, isso aconteceu.

		[MADELINE left sad]
		Mas tenho de acreditar que conseguimos pôr isso de parte.
		Tenho de acreditar que somos capazes.

		{trigger 5 Wait a bit}

		[GRANNY right normal]
		Não é uma má ideia.

		{trigger 3 badeline turns right}

		[GRANNY right normal]
		Aviso-te que vai ser difícil na mesma.
		Mas fico admirada que chegaram tão longe como chegaram,{n}da maneira que andavam às turras.
		Creio que vocês conseguem se cooperarem.

		[BADELINE right worried flip]
		...

		{trigger 4 badeline turns left}

		[BADELINE right worriedAlt]
		Certo.

		[BADELINE right worried]
		Vou tentar.

		{trigger 5 Wait a bit}

		[THEO left normal]
		Posso ajudar nalguma coisa?

		{trigger 6 Madeline turns to the left}

		[MADELINE right distracted]
		Já fizeste tanto por mim.

		[THEO left wtf]
		Deixa-me segurar a tua mala pelo menos.

		[MADELINE right normal]
		Boa ideia.

		[MADELINE right determined]
		{>> 0.2}Isto não var demorar nada.{>>}

# *** Chapter 07 ***

	CH7_HEIGHT_START=Ground Level
	CH7_HEIGHT_0={X} M
 	CH7_HEIGHT_1={X} M
	CH7_HEIGHT_2={X} M
	CH7_HEIGHT_3={X} M
	CH7_HEIGHT_4={X} M
	CH7_HEIGHT_5={X} M

	# Mountain Base -> Forsaken City
	CH7_ASCEND_0=
		[MADELINE left normal]
		Estamos a apanhar-lhe o jeito.

		[BADELINE right upset]
		Se dizes que sim...

