###########################################################
# https://github.com/Hurricane-32/Celeste-pt_PT/tree/main #
###########################################################

# NOTES:
# The # Symbol at the start of a line counts as a Comment. To include in dialog, use a \#
# The . Symbol will cause a pause unless escaped with \. (ex: Mr. Oshiro has a pause, Mr\. Oshiro does not)
# Newlines automatically create a Page Break, unless there is an {n} command on the previous line
# Commands: Anything inside of curly braces {...} is a command and should not be translated.

# Inline Text Commands:
# {~}wavy text{/~}
# {!}impact text{/!}
# {>> x}changes speed at which characters are displayed{>>}
# {# 000000}this text is black{#} (uses HEX color values)
# {+MENU_BEGIN} inserts the dialog from the MENU_BEGIN value (in English, "CLIMB")
# {n} creates a newline, without a page break
# {0.5} creates a 0.5 second pause
# {big}this text is large{/big}

# Gameplay Control Commands (should never change)
# {trigger x} this triggers an in-game event
# {anchor} controls the visual position of the textbox in-game

# Language (id,label)
	LANGUAGE=portuguese,Português Portugal
	ICON=Icons/portugal-portuguese.png
	ORDER=11
### O valor 11 na opção acima faz com que a opção de pt_PT apareça por debaixo da tradução brasileira (10) no menu do jogo.

# Font (Face, Base Size)
# Use BMFONT to generate the .fnt and image files
	FONT=Renogare,64

# Done loading Meta Data
	BEGIN=true

# Auto-Saving
	AUTOSAVING_TITLE_NS=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_NS=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PS4=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PS4=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_XB1=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_XB1=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PC=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PC=
		Não desligues o computador
		quando este ícone for exibido

# Main Menu
	MENU_DEBUG=		~DEBUG~
		Mas ias acabar por adorá-la.

		[THEO left excited]
		Ela é {~}literalmente{/~} uma estrela de rock.

		[MADELINE right normal]
		Ela tem uma banda?
		Que fixe!

		[THEO left thinking]
		Ok, ela não é {~}literalmente{/~} uma estrela de rock literal.

		[THEO left normal]
		A {+ALEX} é só... incrível em tudo.
		Ela está a estudar para ser uma advogada de direito civil.

		[MADELINE right normal]
		Uau!

		[MADELINE right distracted]
		Em que sentido é que te faço lembrar dela?

		[THEO left wtf]
		Vocês as duas vivem bem dentro das vossas próprias cabeças.

		[MADELINE right distracted]
		Ah...

		[THEO left thinking]
		A {+ALEX} tem uma bússola interna incrível.

		[THEO left normal]
		É bem claro que ela vai conseguir chegar onde quer.
		Consigo ver o mesmo em ti também.

		[THEO left wtf]
		Gostava de poder dizer o mesmo acerca de mim.
		
	CH6_THEO_ASK_WHY=
		[MADELINE right distracted]
		A tua irmã parece ser fixe. Sou mesmo assim tão parecida a ela?
	CH6_THEO_SAY_WHY=
		[MADELINE right distracted]
		A tua irmã parece ser fixe. Sou mesmo assim tão parecida a ela?

		[THEO left thinking]
		Estás a brincar?

		[THEO left excited]
		És tu quem está {~}super decidida{/~}{n}a escalar esta {+MOUNTAIN}.

		[THEO left thinking]
		E tu {~}{>> .3}nem sequer sabes porquê.{>>}{/~}

		[THEO left excited]
		És igualzinha à {+ALEX}.

		[MADELINE right distracted]
		...

		[THEO left thinking]
		Estou só a meter-me contigo.

		[THEO left normal]
		Mas afinal {~}porque é que{/~} estás a escalar a {+MOUNTAIN}?

		[MADELINE right distracted]
		Tens razão, nem sequer sei porquê.

		[MADELINE right sad]
		Eu só{0.4} tinha que sair da minha {*}cabeça.{/*}
		Estou presa num ciclo.

		[THEO left normal]
		Nisso estamos os dois de acordo.
		Já tive muitos empregos de destruir a alma.

		[MADELINE right sad]
		Na verdade o trabalho está a correr bem, mas eu...

		[MADELINE right distracted]
		...

		[MADELINE right upset]
		Estou a dar em doida.
		Não consigo parar de pensar em{n}coisas que não interessam para nada.

		[MADELINE right sad]
		O meu cérebro só pensa em certas {.4}{>> .3}{*}porcarias/*}{>>}{.4} estúpidas{{n}que já aconteceram há séculos.

		[MADELINE right angry]
		Já devia ter {*}passado à frente.{/*}
		{*}Já nada disso sequer interessa.{/*}

		{trigger 0 Wait a bit}

		[MADELINE right distracted]
		...
		Sou boa a manter aparências, mas{n}a verdade é que já mal me aguento.

		[THEO left worried]
		Pocha, é uma cena bem complicada.
		Posso ajudar de alguma forma?

		[MADELINE right sad]
		Já estás a ajudar-me.
		Sabe bem dizê-lo em voz alta.

		[THEO left wtf]
		E não falas com ninguém acerca disso?

		[MADELINE right distracted]
		Não... nem por isso.

		[MADELINE right sad]
		A minha mãe sabe que fico deprimida,{n}e que tenho ataques de pânico.

		[MADELINE right distracted]
		É mais ou menos isso.

		[THEO left thinking]
		Não admira que te sintas presa.
		
		[THEO left wtf]
		Como é que te aguentas com isto... tudo?

		[MADELINE right upset]
		Eu bebo, geralmente.
		E chateio-me com pessoas na internet.

	CH6_THEO_ASK_DEPRESSION=
		[THEO left serious]
		Importarias-te de falar sobre como é ter depressão?
	CH6_THEO_SAY_DEPRESSION=
		[THEO left serious]
		Importarias-te de falar sobre como é ter depressão?

		[MADELINE right distracted]
		...

		[MADELINE right upset]
		É uma treta.

		[THEO left wtf]
		Claro, mas o que é que {~}sentes mesmo?{/~}

		[THEO left serious]
		A {+ALEX} também sofre disso.{n}Eu quero mesmo perceber.

		[THEO left normal]
		Podemos falar de outra coisa se quiseres.

		[MADELINE right distracted]
		...
		É do tipo...

		[MADELINE right sad]
		Estou no fundo do oceano.
		Não consigo ver nada à minha volta.

		[MADELINE right distracted]
		É claustrofóbico, no entanto sinto-me exposta.
		...

		{trigger 0 Wait a bit}

		[MADELINE right sad]
		Lembro-me de me sentir normal.
		Mas agora parece fora do meu{n}alcance, por mais que eu tente.
		
		[MADELINE right distracted]
		Pensando bem, provavelmente sempre tive problemas.
		Só foi preciso algo doloroso para o trazer ao de cima.

		[MADELINE right upset]
		Deve haver algo de errado comigo.

		[THEO left serious]
		O que quer que tenha acontecido, tenho a certeza que não foi por culpa tua.

		{trigger 0 Wait a bit}

		[MADELINE right sad]
		Acho que pensei que podia...

		[MADELINE right distracted]
		Não sei.
		Estou a flutuar neste abismo,{n}a nadar numa direção ao acaso.

		[MADELINE right sad]
		À espera de encontrar {*}algo.{}/*}

		[MADELINE right distracted]
		É por isso mesmo que estou aqui.
		...
		Mas não consigo escapar a mim própria.

		[MADELINE right upset]
		Estou literalmente {*}a lutar comigo própria{/*} o caminho todo.

		[MADELINE right distracted]
		Talvez isto seja tudo para nada.

		{trigger 0 Wait a bit}

		[THEO left serious]
		{+MADELINE}, tu {~}acabaste{/~} de salvar-me a vida.

		[THEO left wtf]
		Isso não é "para nada".

		[MADELINE right distracted]
		Pois...

		{trigger 0 Wait a bit}

		[THEO left wtf]
		Olha, tu és boa pessoa.

		[THEO left thinking]
		És um pouco intensa, mas és uma {~}boa pessoa.{/~}

		[THEO left wtf]
		Acho que só estás a tentar sair desse{n}buraco em que estás enfiada.

		[THEO left excited]
		E isso é um motivo bem bom para escalares esta {+MOUNTAIN}!

		[MADELINE right distracted]
		Talvez.

		[MADELINE right sad]
		Isso... ajuda-me.

		{trigger 0 Wait a bit}

		[THEO left normal]
		Esta {+PART_OF_YOU} que te está a perseguir,{n}talvez seja o outro lado da mesma moeda.

		[MADELINE right upset]
		Então achas que estou presa a ela para sempre?

		[THEO left normal]
		Bem, ela também está presa a ti.

		[MADELINE right upset]
		Isso {*}não{/*} ajuda.

	CH6_THEO_ASK_DEFENSE=
		[THEO left wtf]
		Então queres destruir esta {+PART_OF_YOU}?
	CH6_THEO_SAY_DEFENSE=
		[THEO left wtf]
		Então queres destruir esta {+PART_OF_YOU}?
		Isso não te irá magoar também?

		[MADELINE right sad]
		Se não o fizer ela só vai continuar a fazer-me mal.

		[MADELINE right upset]
		Ela diz que está a proteger-me,{n}mas claro que isso não é verdade.

		[THEO left normal]
		Talvez ela pense que esteja.
		Ela pode ser algum tipo de...{n}mecanismo de defesa retorcido.
		
		[MADELINE right upset]
		Sinceramente, isso não interessa para nada.
		Ela tem muito controlo sobre mim.
		Detesto isso.

		[THEO left wtf]
		Em vez disso talvez possas aprender a controlá-la.

		[MADELINE right distracted]
		A pena ajuda bastante.

		[MADELINE right sad]
		Obrigada por me ensinares essa.

		[THEO left thinking]
		É só um dos muitos conselhos sábios do meu avô.

	CH6_THEO_ASK_VACATION=
		[THEO left thinking]
		E porque não tiraste umas férias?
	CH6_THEO_SAY_VACATION=
		[THEO left thinking]
		E porque não tiraste umas férias?

		[MADELINE right sad]
		O que queres dizer?

		[THEO left normal]
		Meu, precisavas de algo novo{n}e por isso decidiste {>> .2}escalar a {+MOUNTAIN}{>>}...

		[THEO left thinking]
		Em vez disso porque não fazer algo relaxante?

		[THEO left wtf]
		Ir ao Havai, ou sei lá, {0.3tomar um banho.

		[MADELINE right sad]
		...
		Acho que eu sinto que preciso de conquistar alguma coisa.

		[THEO left wtf]
		Parece é que já tens demasiado com que lidar.

		[MADELINE right distracted]
		Acho que é uma coisa um bocado extrema.
		Mas é assim que eu sou.
		Preciso de algo que me desafie.

		[MADELINE right sad]
		E não consigo fazer algo só um bocadinho.
		Para mim tem de ser tudo ou nada.

	CH6_THEO_ASK_FAMILY=
		[MADELINE right normal]
		O que te trouxe à {+MOUNTAIN}?
	CH6_THEO_SAY_FAMILY=
		[MADELINE right normal]
		Então e tu?
		O que te trouxe à {+MOUNTAIN}?

		[THEO left normal]
		Ando de um lado para o outro.
		
		[THEO left thinking]
		Como de costume.

		[THEO left normal]
		Comecei este emprego novo em Seattle.
		E pensei que já {~}finalmente{/~} sabia o que{n}estava a fazer com a minha vida...

		[THEO left wtf]
		Mas detestei.

		[THEO left thinking]
		Por isso despedi-me uma semana depois e enfiei-me num autocarro até ao Canadá.

		[THEO left wtf]
		Apenas senti esta vontade de...{n}me perder no meio do nada.
		...
		Agora que o digo em voz alta,{n}percebo o estranho que isto parece.

		[MADELINE right sad]
		Parece que estás sob imensa pressão.

		[THEO left thinking]
		Nem por isso.
		Toda a gente tem muita paciência comigo.

		[THEO left serious]
		Mas na verdade eu acho que é estou é a{n}pôr demasiada pressão em {~}mim próprio{/~}.

		[THEO left wtf]
		As pessoas pensam sempre que estou a comparar-me à{n}{+ALEX}, mas {~}juro{/~} que não é esse o problema.
		Estou só com medo de nunca chegar a descobrir{n}para onde estou a ir.
		
		[MADELINE right distracted]
		Disseste que te querias sentir perdido...

		[MADELINE right normal]
		Talvez devas aceitar isso por enquanto.

		[THEO left serious]
		Talvez.

	CH6_THEO_ASK_GRANDPA=
		[MADELINE right normal]
		És próximo ao teu avô?
	CH6_THEO_SAY_GRANDPA=
		[MADELINE right normal]
		És próximo ao teu avô?

		[THEO left serious]
		Sim... Era.

		[MADELINE right distracted]
		Ah... Lamento.

		[THEO left serious]
		Não faz mal. A vida é mesmo assim.

		[MADELINE right distracted]
		...

		[THEO left wtf]
		Tudo o que posso fazer é manter-me positivo.

		[THEO left serious]
		E viver uma vida com propósito,{n}porque era isso que ele iria querer.

		{trigger 0 Wait a bit}

		[MADELINE right sad]
		Lamento imenso, {+THEO}.

		[THEO left serious]
		Obrigado.

	CH6_THEO_ASK_TIPS=
		[MADELINE right normal]
		O que aprendeste mais com o teu avô?
	CH6_THEO_SAY_TIPS=
		[MADELINE right normal]
		O que aprendeste mais com o teu avô?

		[THEO left excited]
		Tantas coisas!

		[THEO left normal]
		Aliás, foi ele que me falou{n}acerca da {+CELESTE_MOUNTAIN}.
		Ele sempre me disse que este lugar lhe mudou a vida.

		[THEO left thinking]
		Depois de me despedir do emprego em Seattle,{n}percebi o quão perto eu estava daqui.
		Senti como se ele me estivesse a dizer para cá vir.

		[THEO left wtf]
		O avô disse que esta {+MOUNTAIN} era {~}"especial."{/~}

		[MADELINE right sad]
		Achas que ele passou pelo templo como nós?

		[MADELINE right normal]
		Pensas que ele percebeu qual{n}era o poder da {+MOUNTAIN}?
		
		[THEO left thinking]
		Ele nunca falou sobre o que aconteceu aqui.

		[MADELINE right distracted]
		Duvido que o teu avô tivesse os mesmos problemas que eu...

		[MADELINE right sad]
		A experiência dele deve ter sido menos... violenta.

		[THEO left wtf]
		Ele descobriu a {+MOUNTAIN} antes de eu ter nascido.
		Não sei como é que ele era antes disso.

		[THEO left serious]
		Fico a pensar sobre o que ele descobriu acerca dele próprio aqui...

	CH6_THEO_ASK_TEMPLE=
		[THEO left wtf]
		Quem é que achas que construíu o templo?
	CH6_THEO_SAY_TEMPLE=
		[THEO left wtf]
		Quem é que achas que construíu o templo?

		[MADELINE right sad]
		Parece ser muito antigo...
		Deve existir há mais tempo do que tudo o resto na {+MOUNTAIN}.{n}O resort, as ruínas, a cidade...

		[THEO left serious]
		Este lugar tem muita história.

		[MADELINE right distracted]
		Sim.
		Esta {+MOUNTAIN} significou imensas{n}coisas para imensas pessoas.

		[MADELINE right normal]
		Estou a começar a perceber o porquê{n}daquela velha maluca viver aqui.

		[THEO left excited]
		Também te cruzaste com ela?

		[THEO left thinking]
		Qual é a cena dela?

		[MADELINE right upset]
		Acho que ela é só má pessoa.

		[MADELINE right distracted]
		...no entanto parece ser bem feliz a viver aqui.

	CH6_THEO_ASK_SELFIE=
		[MADELINE right normal]
		Quero lembrar-me desta noite...
	CH6_THEO_SAY_SELFIE=
		[MADELINE right normal]
		Sabes uma coisa?
		Quero lembrar-me desta noite...
		Bora tirar uma selfie!

		[THEO left normal]
		Pensava que nunca ias perguntar.

		{trigger 1 selfie sequence}

		[MADELINE right normal]
		Sabes, apesar de tudo,{n}sinto-me muito bem agora mesmo.

		[THEO left wtf]
		Espera lá...

		[THEO left excited]
		Vais chegar ao cume amanhã!

		[MADELINE right upset]
		Não digas nada que dá azar.

		[MADELINE right distracted]
		...mas sim, estou empolgada.

		[MADELINE right normal]
		Estou pronta paraa deixar isto tudo para trás.

		[THEO left normal]
		Vou ficar a torcer por ti.
		Devíamos ir dormir um pouco.

		[MADELINE right normal]
		Certo, boa noite, {+THEO}.

		[MADELINE right distracted]
		Obrigada por... seres fixe.

		[THEO left thinking]
		O que posso dizer? Sou mesmo assim.

	CH6_THEO_ASK_SLEEP=
		[MADELINE right distracted]
		Devia ir dormir um pouco.
	CH6_THEO_SAY_SLEEP=
		[MADELINE right distracted]
		Devia ir dormir um pouco.

		[THEO left thinking]
		Ah, tens a certeza que não queres continuar a falar?

		[THEO left normal]
		Também estou cansado, mas ainda temos muito que falar.

	CH6_THEO_ASK_SLEEP_CONFIRM=
		[MADELINE right sad]
		Sim, desculpa, estou mesmo muito cansada.
	CH6_THEO_SAY_SLEEP_CONFIRM=
		[MADELINE right sad]
		Sim, desculpa, estou mesmo muito cansada.

		{+CH6_THEO_SAY_SELFIE}

	CH6_THEO_ASK_SLEEP_CANCEL=
		[MADELINE right normal]
		Tens razão, posso ir dormir mais tarde.
	CH6_THEO_SAY_SLEEP_CANCEL=
		[MADELINE right sad]
		Tens razão, posso ir dormir mais tarde.

	CH6_DREAMING=
		[MADELINE left normal]
		A aurora boreal é tão linda.

		[BADELINE right worried]
		Sim... pois é...
		...

		[BADELINE right worriedAlt]
		Onde é que estamos?

		[MADELINE left sad]
		Precisamos de falar.

		[BADELINE right worried]
		...certo.

		[MADELINE left distracted]
		Finalmente descobri quem tu és.

		[MADELINE left sad]
		Não és o meu verdadeiro reflexo.

		[BADELINE right worriedAlt]
		...Não sou?

		[MADELINE left sad]
		És tudo o que eu preciso de deixar para trás.
		És cruel, paranoica, controladora...

		[BADELINE right worriedAlt]
		Porque é que estás a dizer isso?

		[MADELINE left normal]
		Não, tudo bem!
		Já percebi tudo.
		Eu já não preciso mais de ti.

		[BADELINE right worried]
		Então estás a... abandonar-me?

		[MADELINE left sad]
		Estou a libertar-te.

		[MADELINE left normal]
		Vamos as duas ser muito mais felizes.

		[BADELINE right worried]
		És tão...

		[BADELINE right sad]
		tão...

		[BADELINE right freakA pop]
		{silent_trigger 0 Tentacles Appear}
		...tão estúpida!

		[BADELINE right freakB pop]
		{silent_trigger 0 Tentacles Appear More}
		Tu pensas que podes simplesmente {~}deixar-me para trás?{/~}
		{silent_trigger 0 Tentacles Appear moooore}
		Tu julgas que podes pôr as culpas todas em mim?
		{silent_trigger 0 Tentacles Appear EVEN MORE}
		Tu achas que és {~}melhor{/~} do que eu!?

		[BADELINE right freakC pop]
		{silent_trigger 1 Tentacles grab Madeline}
		{!}{*}RESPONDE-ME!{/*}{/!}

		[MADELINE left panic]
		Acalma-te, por favor...

		{trigger 4 start circling the player}
		[BADELINE right freakC_cont]
		{!}{*}Acalmar-me!?{/*}{/!}

		[MADELINE left determinedclosed]
		Respira, {+MADELINE}.
		Usa a pena.

		{trigger 2 Feather minigame}

		[BADELINE right freakBAlt]
		Vais {~}pensar sobre numa pena{/~} para me impedir?

		{trigger 3 Destroy feather minigame}

		[BADELINE right freakBAlt]
		Tu não és {*}melhor do que eu.{/*}
		E tu {*}não és capaz{/*} de escalar esta {+MOUNTAIN}.

		[BADELINE right freakCAlt pop]
		Está na hora de o aceitares.

	CH6_THEO_WATCHOUT=
		[THEO left worried]
		{+MADELINE}, o que é que se passa!?
		{+MADELINE}, what's happening!?

	CH6_REFLECT_AFTER=
		[MADELINE left sad]
		I was so close.

		[MADELINE left panic]
		It's over now.
		Why won't she leave me alone?

		[MADELINE left angry]
		I {*}hate{/*} her.
		...

		[MADELINE left distracted]
		...
		But she's {+PART_OF_ME}.
		I'll never be able to get rid of her.

		[MADELINE left sad]
		And she was right.
		I couldn't climb the {+MOUNTAIN}.

	CH6_OLDLADY=
		[GRANNY right normal]
		Oh, hello again.

		[MADELINE left upset]
		Of course you're here.

		{trigger 0 Zoom in}

		[GRANNY right mock]
		Callin' it quits I see.
		
		[MADELINE left upset]
		No, I fell.
		It's over.

		[GRANNY right normal]
		That's probably for the best.
		The {+MOUNTAIN} doesn't pull any punches.

		[MADELINE left upset]
		Yeah, I get it. 
		I wasn't strong enough to climb your stupid {+MOUNTAIN}.

		[MADELINE left distracted]
		You can laugh at me again if you want.

		{trigger 1 Start laughing}
		
		[MADELINE left upset]
		I didn't mean actually laugh...

		{trigger 2 Stop laughing}
		
		[GRANNY right normal]
		Sometimes you gotta know when to throw in the towel.
		You'll get over it.

		{trigger 3 Maddy walks right}
		
		[MADELINE left angry]
		You know what?
		I had a lot of time to think,{n}climbing out of this cave...	
		And I'm already {*}over it.{/*}

		{trigger 4 Maddy walks left}

		[MADELINE left upset flip]
		That {0.4}{+PART_OF_ME}{0.4} was right, I can't do this.

		[MADELINE left panic flip]
		I'll just... go home to my sad life{n}and {.4}be miserable forever.

		{trigger 5 Wait a bit}
		
		[GRANNY right normal]
		You clearly aren't over it.

		{trigger 6 Maddy turns right}
		
		[MADELINE left upset]
		Shut up, I know.

		[MADELINE left distracted]
		I don't want to give up...
		But no matter how hard I try, she{n}sabotages me every step of the way.
		
		[GRANNY right normal]
		A lot of kids come here to climb{n}this {+mountain}, only to give up.
		It's a shame that you fell,{n}I was starting to think you'd make it.

		[MADELINE left sad]
		What makes me so special?

		[GRANNY right normal]
		I've never met someone so angry at themself.

		{trigger 1 Start lauging}

		[GRANNY right laugh]
		Honestly, I thought you'd reach{n}the summit just to spite yourself.

		[MADELINE left upset]
		Gee, thanks.

		{trigger 2 Stop laughing}

		[GRANNY right normal]
		This girl you're talking about,{n}it sounds like she's holding you back.
		Talk to her.
		Figure out why she's so scared.
		
		[MADELINE left sad]
		You think she's... scared?

		[MADELINE left distracted]
		I guess I never thought of it that way.
		
		[GRANNY right normal]
		Stop wasting both of our time and {~}ask her.{/~}
		What have you got to lose?

	CH6_OLDLADY_B=
		[MADELINE left sad]
		I don't know how to find her...

		[GRANNY right normal]
		She's {+PART_OF_YOU}, right?
		If you look for her, she won't take long to find.

		[MADELINE left upset]
		...so you know about the {+MOUNTAIN}'s power.

		[GRANNY right normal]
		Of course I know, I live here.
		I tried to warn you.

		[MADELINE left upset]
		You need to work on your messaging.

		[GRANNY right normal]
		A glimpse at the truth is good for people.
		Even if most can't accept what they see.
		There's no shame in running back{n}to your car and driving away.
		Some day you'll be ready,{n}then you'll come back.

		[MADELINE left distracted]
		...
		No.

		[MADELINE left sad]
		I'm going to see this through.
		No more running.

		[GRANNY right normal]
		I thought so.
		Good luck.

	CH6_OLDLADY_C=
		[MADELINE left sad]
		How can you stand living here?
		Isn't it hard to deal with this all the time?

		[GRANNY right normal]
		It's true, you never really get used to it.
		But it keeps me sharp.
		I like that about it.

		[MADELINE left sad]
		But the {+MOUNTAIN} is so... confrontational.

		[GRANNY right normal]
		Sure, it doesn't beat around the bush.
		{+CELESTE_MOUNTAIN} is a place of healing, dear.
		The first step of healing{n}is confronting the problem.
		It's never easy.

		[MADELINE left upset]
		Tell me about it.

	CH6_BOSS_START=
		[BADELINE right angry flip]
		Looking for me?
		I thought you were done with me.

		[MADELINE left sad]
		That was a mistake.
		I'm sorry.

		[BADELINE right scoff flip]
		You think you've got it {~}all figured out.{/~}

		[BADELINE right angry flip]
		You think you don't need me.
		
		[MADELINE left upset]
		I said I'm sorry.

		[MADELINE left sad]
		We need to move past this.

		{trigger 0 Badeline floats, zooms in}

		[BADELINE right yell]
		You expect me to trust you?

		[MADELINE left angry]
		You aren't innocent here either.
		...

		[MADELINE left determinedclosed]
		But I know you're scared.
		
		{trigger 1 Maddy steps forward}
		
		[MADELINE left sad]
		Look, we're at rock bottom.
		There's no point in fighting.

		[BADELINE right scoff]
		I can keep digging.

		[BADELINE right angry]
		I could pull us down to the center of the earth.

		[MADELINE left sad]
		What would be the point?

		[MADELINE left together]
		{s 4}Let's climb out of here {.6}[MADELINE left togetherZoom]together.
		
		[BADELINE right yell]
		Come close to me and I'll make you regret it.

	CH6_BOSS_TIRED_A=
		[BADELINE right angry]
		I did you a favor.

	CH6_BOSS_TIRED_B=
		[BADELINE right yell]
		You aren't a {*}mountain climber.{/*}

	CH6_BOSS_TIRED_C=
		[BADELINE right yell]
		{*}I'm just trying to help you!{/*}

	CH6_BOSS_MIDDLE=
		[BADELINE right yell]
		None of this would have {*}happened{/*}{n}if you had {*}listened to me!{/*}

	CH6_BOSS_ENDING=
		[BADELINE right sigh flip]
		Fine.
		You win.

		{silent_trigger 0 Music starts}

		[BADELINE right worried flip]
		I guess you don't need me after all.

		[BADELINE right worriedAlt flip]
		If you want me to go away, I'll try.
		
		[MADELINE left distracted]
		That's not what I want.
		I need your help now more than ever.

		[MADELINE left sad]
		Please. Let's work together.

		[BADELINE right worried flip]
		Work together?

		[BADELINE right worriedAlt flip]
		You're joking, right?

		{trigger 1 Madeline puts hand on Badeline}

		[MADELINE left sad]
		It's okay to be scared.

		{trigger 2 Badeline calms down}

		[BADELINE right worried flip]
		...

	CH6_ENDING=
		[MADELINE left surprised]
		How did we do that?

		[MADELINE left normal]
		If we can climb like that, maybe{n}we can still reach the summit!
		
		[BADELINE right worriedAlt]
		You still want to climb the {+MOUNTAIN}?

		[BADELINE right worried]
		Why would we go back up there?

		{trigger 0 Old Lady enters right}

		[GRANNY right normal]
		It's good to see you two playing nice.

		[MADELINE left sad]
		Hey, thanks for talking some sense into me earlier.

		[GRANNY right normal]
		Don't mention it.
		I'm glad I can still be useful every now and then.

		{portrait none}
		{*}{+MADELINE}!!!{/*}

		{trigger 1 Theo enters left}
		
		[THEO left worried]
		{+MADELINE}! You're okay!

		[THEO left wtf]
		I ran down to help, but it looks like you're doing fine.
		
		[MADELINE right normal]
		Thanks, {+THEO}.

		[MADELINE right distracted]
		Honestly, maybe that fall was what I needed.
		
		{trigger 8 theo stops being tired}
		[THEO left wtf]
		Is this the {+PART_OF_YOU} that you were talking about?

		[THEO left excited]
		She's like an adorable goth {+MADELINE}!

		[BADELINE right angry]
		Hi.

		[MADELINE right sad]
		You were right, {+THEO}.
		I shouldn't be afraid of her.

		[MADELINE right normal]
		If her and I work together,{n}I think we can still finish the climb.

		[THEO left excited]
		That's so rad!

		[BADELINE right angry]
		Wait, {0.4}{*}no{/*}.

		[BADELINE right worried]
		...I didn't agree to this.

		{trigger 2 Madeline turns to the right}

		[BADELINE right worriedAlt]
		You said we'd talk about things first.

		[MADELINE left sad]
		You're right.
		I understand that you're scared.
		
		[MADELINE left distracted]
		But we both know that this is something we want to do.

		[MADELINE left normal]
		We have to try one last time.

		{trigger 7 Theo raises fist}

		[THEO left yolo]
		Yeah! You've got this!
		
		[BADELINE right worried]
		I don't know...

		[BADELINE right worriedAlt]
		We were so close, and then we, uh, fell...

		[BADELINE right worried]
		The {+MOUNTAIN} tore us apart.

		[MADELINE left upset]
		Yeah, that happened.

		[MADELINE left sad]
		But I have to believe we can put that behind us.
		I have to believe we're capable of this.

		{trigger 5 Wait a bit}

		[GRANNY right normal]
		It's not a bad idea.

		{trigger 3 badeline turns right}

		[GRANNY right normal]
		It'll still be difficult, mind you.
		But I'm amazed you got as far as{n}you did, butting heads like you were.
		I reckon you can make it if you cooperate.

		[BADELINE right worried flip]
		...

		{trigger 4 badeline turns left}

		[BADELINE right worriedAlt]
		Okay. 

		[BADELINE right worried]
		I'll try.

		{trigger 5 Wait a bit}

		[THEO left normal]
		Can I help?

		{trigger 6 Madeline turns to the left}

		[MADELINE right distracted]
		You've already done so much for me.

		[THEO left wtf]
		Let me hold your bag at least.

		[MADELINE right normal]
		Good idea.

		[MADELINE right determined]
		{>> 0.2}This won't take long.{>>}

# *** Chapter 07 ***

	CH7_HEIGHT_START=Ground Level
	CH7_HEIGHT_0={X} M
 	CH7_HEIGHT_1={X} M
	CH7_HEIGHT_2={X} M
	CH7_HEIGHT_3={X} M
	CH7_HEIGHT_4={X} M
	CH7_HEIGHT_5={X} M

	# Mountain Base -> Forsaken City
	CH7_ASCEND_0=
		[MADELINE left normal]
		We're getting the hang of that.

		[BADELINE right upset]
		If you say so...

		[MADELINE left determined]
		This mountain doesn't stand a chance.

		[BADELINE right worried]
		Stop jinxing it.

	# Forsaken City -> Old Site
	CH7_ASCEND_1=
		[MADELINE left normal]
		How are you feeling?

		[BADELINE right upset]
		I'm fine.

		[BADELINE right worried]
		I'm just {0.4}waiting for something to go wrong.

		[MADELINE left sad]
		No matter what happens,{n}I'll be right there with you.

		[BADELINE right worried]
		You know what's really scary?
		
		[BADELINE right upset]
		I'm starting to believe you.

	# Old Site -> Celestial Resort
	CH7_ASCEND_2=
		[BADELINE right normal]
		Nice job back there.

		[MADELINE left surprised]
		Look at you!

		[MADELINE left normal]
		{+ST_BAD}Ms\. Positivity{+END_BAD} over here.

		[MADELINE left determined]
		You're so supportive.

		[BADELINE right angry]
		Don't push your luck.
		
	# Celestial Resort -> Cliffside
	CH7_ASCEND_3=
		[MADELINE left distracted]
		I hope {+MROSHIRO} is okay.

		[BADELINE right angry]
		Why? He treated you like garbage.

		[MADELINE left sad]
		Yeah, but I still care about him.
		
		[MADELINE left upset]
		And you didn't have to snap at him like you did.

		[BADELINE right angry]
		Whatever.

		[MADELINE left sad]
		I mean it. You're way too aggressive.

		[BADELINE right angry]
		Well {~}you{/~} put too much energy into bad{n}people who will just end up hurting you.

		[MADELINE left distracted]
		{+MROSHIRO} isn't a bad person...

